1.56624,1576440,1.56624,1574650,0,0,0,0
1.56587,1547490,1.56587,1548610,0.425813,0,0.422874,0
1.56551,1591280,1.56551,1562790,0.851626,0,0.845748,0
1.56514,1616800,1.56514,1573140,1.27744,0,1.26862,0
1.56478,1560140,1.56478,1535700,1.70325,0,1.6915,0
1.56441,1497990,1.56441,1487610,2.12906,0,2.11437,0
1.56405,1531400,1.56405,1494380,2.55488,0,2.53724,0
1.56369,1603660,1.56369,1537270,2.98069,0,2.96012,0
1.56332,1608660,1.56332,1551330,3.4065,0,3.38299,0
1.56296,1590200,1.56296,1552990,3.83232,0,3.80587,0
1.5626,1687530,1.5626,1628560,4.25813,0,4.22874,0
1.56223,1887050,1.56223,1785430,4.68394,0,4.65161,0
1.56187,2050220,1.56187,1939420,5.10975,0,5.07449,0
1.56151,2159410,1.56151,2065230,5.53557,0,5.49736,0
1.56115,2335420,1.56115,2232670,5.96138,0,5.92024,0
1.56078,2608720,1.56078,2471540,6.38719,0,6.34311,0
1.56042,2834510,1.56042,2695690,6.81301,0,6.76598,0
1.56006,2905970,1.56006,2823080,7.23882,0,7.18886,0
1.5597,2906740,1.5597,2889430,7.66463,0,7.61173,0
1.55934,2997790,1.55934,2992580,8.09044,0,8.03461,0
1.55897,3160750,1.55897,3135550,8.51626,0,8.45748,0
1.55861,3231300,1.55861,3221920,8.94207,0,8.88035,0
1.55825,3183020,1.55825,3223840,9.36788,0,9.30323,0
1.55789,3203930,1.55789,3253250,9.7937,0,9.7261,0
1.55753,3409230,1.55753,3401480,10.2195,0,10.149,0
1.55717,3621640,1.55717,3576700,10.6453,0,10.5718,0
1.55681,3656870,1.55681,3642810,11.0711,0,10.9947,0
1.55645,3623750,1.55645,3636640,11.4969,0,11.4176,0
1.55609,3790360,1.55609,3727800,11.9228,0,11.8405,0
1.55573,4118460,1.55573,3932760,12.3486,0,12.2633,0
1.55537,4267800,1.55537,4039310,12.7744,0,12.6862,0
1.55501,4087660,1.55501,3903940,13.2002,0,13.1091,0
1.55465,3866660,1.55465,3681450,13.626,0,13.532,0
1.55429,3997600,1.55429,3665830,14.0518,0,13.9548,0
1.55393,4260300,1.55393,3787250,14.4776,0,14.3777,0
1.55357,4027360,1.55357,3588700,14.9035,0,14.8006,0
1.55321,2941170,1.55321,2722250,15.3293,0,15.2235,0
1.55286,1162830,1.55286,1209020,15.7551,0,15.6463,0
1.5525,1302850,1.5525,776777,16.1809,0,16.0692,0
1.55214,3109600,1.55214,2443950,16.6067,0,16.4921,0
1.55178,4192310,1.55178,3548850,17.0325,0,16.915,0
1.55142,4347170,1.55142,3861200,17.4583,0,17.3378,0
1.55107,3885700,1.55107,3564160,17.8841,0,17.7607,0
1.55071,3517760,1.55071,3209710,18.31,0,18.1836,0
1.55035,3695310,1.55035,3278050,18.7358,0,18.6065,0
1.54999,4038750,1.54999,3562100,19.1616,0,19.0293,0
1.54964,4141520,1.54964,3649130,19.5874,0,19.4522,0
1.54928,4087870,1.54928,3527300,20.0132,0,19.8751,0
1.54892,4158210,1.54892,3491470,20.439,0,20.298,0
1.54857,4319670,1.54857,3655280,20.8648,0,20.7208,0
1.54821,4233350,1.54821,3730740,21.2906,2.62321E-36,21.1437,1.35873E-37
1.54785,3664340,1.54785,3402850,21.7165,2.79155E-33,21.5666,1.5806E-34
1.5475,2659260,1.5475,2605880,22.1423,2.06843E-30,21.9894,1.17267E-31
1.54714,1484150,1.54714,1513740,22.5681,1.07968E-27,22.4123,6.17779E-29
1.54678,603668,1.54678,476594,22.9939,3.98421E-25,22.8352,2.31928E-26
1.54643,853187,1.54643,701793,23.4197,1.04182E-22,23.2581,6.22015E-24
1.54607,1354860,1.54607,1296240,23.8455,1.9324E-20,23.6809,1.19317E-21
1.54572,1695600,1.54572,1654640,24.2713,2.5416E-18,24.1038,1.6368E-19
1.54536,1886800,1.54536,1851170,24.6971,2.36584E-16,24.5267,1.60304E-17
1.54501,1954060,1.54501,1960050,25.123,1.55286E-14,24.9496,1.11702E-15
1.54465,1972870,1.54465,2025750,25.5488,7.14615E-13,25.3724,5.50723E-14
1.5443,2046760,1.5443,2092670,25.9746,2.28728E-11,25.7953,1.90575E-12
1.54394,2178410,1.54394,2184310,26.4004,5.0382E-10,26.2182,4.57722E-11
1.54359,2275330,1.54359,2272650,26.8262,7.53739E-9,26.6411,7.51565E-10
1.54324,2310070,1.54324,2327260,27.252,7.54582E-8,27.0639,8.26804E-9
1.54288,2369740,1.54288,2375320,27.6778,4.99045E-7,27.4868,5.93415E-8
1.54253,2513950,1.54253,2464510,28.1036,2.18126E-6,27.9097,2.68392E-7
1.54217,2665670,1.54217,2577920,28.5295,6.56952E-6,28.3326,7.31058E-7
1.54182,2731920,1.54182,2651730,28.9553,1.5369E-5,28.7554,1.12035E-6
1.54147,2739980,1.54147,2672000,29.3811,3.26488E-5,29.1783,9.11199E-7
1.54111,2786730,1.54111,2693800,29.8069,6.78597E-5,29.6012,2.4904E-6
1.54076,2875360,1.54076,2748280,30.2327,1.42703E-4,30.0241,8.03206E-6
1.54041,2904090,1.54041,2782830,30.6585,3.1274E-4,30.4469,1.87471E-5
1.54006,2828190,1.54006,2741750,31.0843,7.01137E-4,30.8698,3.78214E-5
1.5397,2733510,1.5397,2657360,31.5102,0.00151744,31.2927,7.96395E-5
1.53935,2711120,1.53935,2608310,31.936,0.00290185,31.7155,2.19128E-4
1.539,2718600,1.539,2601710,32.3618,0.00432135,32.1384,7.52033E-4
1.53865,2700620,1.53865,2595230,32.7876,0.00484051,32.5613,0.00235349
1.53829,2796590,1.53829,2657580,33.2134,0.00761054,32.9842,0.00556382
1.53794,3226330,1.53794,2963810,33.6392,0.0131518,33.407,0.00961884
1.53759,3930450,1.53759,3529580,34.065,0.0169224,33.8299,0.0132351
1.53724,4643640,1.53724,4158080,34.4908,0.0214889,34.2528,0.0169119
1.53689,5190910,1.53689,4676760,34.9167,0.025854,34.6757,0.0202884
1.53654,5557260,1.53654,5054990,35.3425,0.0287668,35.0985,0.0222786
1.53619,5788670,1.53619,5337410,35.7683,0.0323618,35.5214,0.0239923
1.53584,5885500,1.53584,5525170,36.1941,0.0294693,35.9443,0.022911
1.53548,5822280,1.53548,5567280,36.6199,0.0267716,36.3672,0.0215203
1.53513,5654070,1.53513,5471180,37.0457,0.0306192,36.79,0.0263236
1.53478,5528350,1.53478,5359650,37.4715,0.0337685,37.2129,0.0323522
1.53443,5526480,1.53443,5348570,37.8973,0.0359228,37.6358,0.0354889
1.53408,5553280,1.53408,5390150,38.3232,0.0358874,38.0587,0.0346776
1.53373,5493010,1.53373,5357490,38.749,0.0325973,38.4815,0.0301915
1.53338,5409550,1.53338,5265110,39.1748,0.0298558,38.9044,0.0262832
1.53303,5474390,1.53303,5279390,39.6006,0.0294473,39.3273,0.0285039
1.53269,5679590,1.53269,5452990,40.0264,0.0303391,39.7502,0.0351784
1.53234,5807510,1.53234,5596820,40.4522,0.0326974,40.173,0.0413661
1.53199,5752330,1.53199,5553840,40.878,0.0389356,40.5959,0.0453886
1.53164,5705160,1.53164,5459450,41.3038,0.0399768,41.0188,0.0444264
1.53129,5873210,1.53129,5569760,41.7297,0.0304002,41.4416,0.0357776
1.53094,6023340,1.53094,5769650,42.1555,0.0193412,41.8645,0.0243555
,,,,42.5813,0.0176573,42.2874,0.0239441
,,,,43.0071,0.0252703,42.7103,0.0332032
,,,,43.4329,0.0350933,43.1331,0.0425572
,,,,43.8587,0.0365668,43.556,0.0456112
,,,,44.2845,0.0289384,43.9789,0.0400162
,,,,44.7104,0.0241626,44.4018,0.0318258
,,,,45.1362,0.0283103,44.8246,0.0312699
,,,,45.562,0.0378609,45.2475,0.0390315
,,,,45.9878,0.0439068,45.6704,0.0476174
,,,,46.4136,0.0445784,46.0933,0.0510249
,,,,46.8394,0.0385856,46.5161,0.0488286
,,,,47.2652,0.0335663,46.939,0.0442727
,,,,47.691,0.0382,47.3619,0.0442922
,,,,48.1169,0.0445304,47.7848,0.0493299
,,,,48.5427,0.0466742,48.2076,0.0530409
,,,,48.9685,0.0436847,48.6305,0.0527207
,,,,49.3943,0.0368895,49.0534,0.0488875
,,,,49.8201,0.0349302,49.4763,0.0442936
,,,,50.2459,0.0410478,49.8991,0.044062
,,,,50.6717,0.0479842,50.322,0.0482657
,,,,51.0975,0.0495704,50.7449,0.0533777
,,,,51.5234,0.0450957,51.1678,0.0568029
,,,,51.9492,0.049752,51.5906,0.0609021
,,,,52.375,0.0690741,52.0135,0.067227
,,,,52.8008,0.0847062,52.4364,0.0713591
,,,,53.2266,0.081354,52.8592,0.0670057
,,,,53.6524,0.0591612,53.2821,0.0551164
,,,,54.0782,0.0432748,53.705,0.0541135
,,,,54.504,0.0628997,54.1279,0.0743775
,,,,54.9299,0.0851068,54.5507,0.0958257
,,,,55.3557,0.0879942,54.9736,0.101018
,,,,55.7815,0.0707166,55.3965,0.0857694
,,,,56.2073,0.0425258,55.8194,0.0587587
,,,,56.6331,0.0503399,56.2422,0.0456664
,,,,57.0589,0.0784289,56.6651,0.0661639
,,,,57.4847,0.0904936,57.088,0.0839917
,,,,57.9105,0.0749879,57.5109,0.0803308
,,,,58.3364,0.0421848,57.9337,0.0540249
,,,,58.7622,0.0430421,58.3566,0.0302327
,,,,59.188,0.0808218,58.7795,0.0592587
,,,,59.6138,0.102795,59.2024,0.0928022
,,,,60.0396,0.102086,59.6252,0.104378
,,,,60.4654,0.0760044,60.0481,0.0908589
,,,,60.8912,0.0399176,60.471,0.0557513
,,,,61.3171,0.0361526,60.8939,0.0226391
,,,,61.7429,0.0637083,61.3167,0.0516502
,,,,62.1687,0.082686,61.7396,0.085814
,,,,62.5945,0.0823157,62.1625,0.101785
,,,,63.0203,0.0679846,62.5853,0.0956543
,,,,63.4461,0.0438683,63.0082,0.0721667
,,,,63.8719,0.0363493,63.4311,0.0404904
