1.56624,1618920,1.56624,1555680,1.56624,1528660,0,0,0,0,0,0,,
1.56587,1498340,1.56587,1521390,1.56587,1514110,0.407299,0,0.425813,0,0.444326,0,,
1.56551,1557900,1.56551,1573400,1.56551,1596250,0.814599,0,0.851626,0,0.888653,0,,
1.56514,1607590,1.56514,1592680,1.56514,1714220,1.2219,0,1.27744,0,1.33298,0,,
1.56478,1477300,1.56478,1510030,1.56478,1791810,1.6292,0,1.70325,0,1.77731,0,,
1.56441,1438910,1.56441,1432120,1.56441,1781400,2.0365,0,2.12906,0,2.22163,0,,
1.56405,1548580,1.56405,1476630,1.56405,1679990,2.4438,0,2.55488,0,2.66596,0,,
1.56369,1507760,1.56369,1551500,1.56369,1537360,2.85109,0,2.98069,0,3.11029,0,,
1.56332,1437330,1.56332,1535150,1.56332,1456180,3.25839,0,3.4065,0,3.55461,0,,
1.56296,1607550,1.56296,1513010,1.56296,1540070,3.66569,0,3.83232,0,3.99894,0,,
1.5626,1748860,1.5626,1657000,1.5626,1789950,4.07299,0,4.25813,0,4.44326,0,,
1.56223,1766240,1.56223,1901810,1.56223,2112160,4.48029,0,4.68394,0,4.88759,0,,
1.56187,1997530,1.56187,2075550,1.56187,2413450,4.88759,0,5.10975,0,5.33192,0,,
1.56151,2352760,1.56151,2203060,1.56151,2642020,5.29489,0,5.53557,0,5.77624,0,,
1.56115,2516970,1.56115,2451880,1.56115,2790770,5.70219,0,5.96138,0,6.22057,0,,
1.56078,2672870,1.56078,2813970,1.56078,2891750,6.10949,0,6.38719,0,6.6649,0,,
1.56042,3026870,1.56042,3084650,1.56042,3000770,6.51679,0,6.81301,0,7.10922,0,,
1.56006,3259060,1.56006,3163180,1.56006,3167200,6.92409,0,7.23882,0,7.55355,0,,
1.5597,3225450,1.5597,3187230,1.5597,3401210,7.33139,0,7.66463,0,7.99788,0,,
1.55934,3292930,1.55934,3336240,1.55934,3665470,7.73869,0,8.09044,0,8.4422,0,,
1.55897,3529760,1.55897,3533690,1.55897,3897290,8.14599,0,8.51626,0,8.88653,0,,
1.55861,3542890,1.55861,3575100,1.55861,4039060,8.55328,0,8.94207,0,9.33086,0,,
1.55825,3426270,1.55825,3476180,1.55825,4061060,8.96058,0,9.36788,0,9.77518,0,,
1.55789,3621090,1.55789,3504100,1.55789,3975250,9.36788,0,9.7937,0,10.2195,0,,
1.55753,3863290,1.55753,3762870,1.55753,3840950,9.77518,0,10.2195,0,10.6638,0,,
1.55717,3773560,1.55717,3979410,1.55717,3755150,10.1825,0,10.6453,0,11.1082,0,,
1.55681,3766100,1.55681,3939890,1.55681,3812000,10.5898,0,11.0711,0,11.5525,0,,
1.55645,4128660,1.55645,3830720,1.55645,4039620,10.9971,0,11.4969,0,11.9968,0,,
1.55609,4251250,1.55609,4004980,1.55609,4374610,11.4044,0,11.9228,0,12.4411,0,,
1.55573,3987450,1.55573,4354630,1.55573,4702370,11.8117,0,12.3486,0,12.8855,0,,
1.55537,4075740,1.55537,4417830,1.55537,4910060,12.219,0,12.7744,0,13.3298,0,,
1.55501,4440430,1.55501,4048140,1.55501,4914630,12.6263,0,13.2002,0,13.7741,0,,
1.55465,4177650,1.55465,3715890,1.55465,4671450,13.0336,0,13.626,0,14.2184,0,,
1.55429,3558530,1.55429,3986010,1.55429,4174980,13.4409,0,14.0518,0,14.6628,0,,
1.55393,3904640,1.55393,4434100,1.55393,3457120,13.8482,0,14.4776,0,15.1071,0,,
1.55357,4457380,1.55357,4222100,1.55357,2587830,14.2555,0,14.9035,0,15.5514,0,,
1.55321,3697660,1.55321,3002870,1.55321,1696690,14.6628,0,15.3293,0,15.9958,0,,
1.55286,1899970,1.55286,1201520,1.55286,1111410,15.0701,0,15.7551,0,16.4401,0,,
1.5525,2564040,1.5525,1865430,1.5525,1359700,15.4774,0,16.1809,0,16.8844,0,,
1.55214,4215240,1.55214,3593150,1.55214,2052820,15.8847,0,16.6067,0,17.3287,0,,
1.55178,4392090,1.55178,4403660,1.55178,2738880,16.292,0,17.0325,0,17.7731,0,,
1.55142,3486900,1.55142,4146600,1.55142,3300070,16.6993,0,17.4583,0,18.2174,0,,
1.55107,3248550,1.55107,3382900,1.55107,3718750,17.1066,0,17.8841,0,18.6617,0,,
1.55071,3813070,1.55071,3199170,1.55071,4015490,17.5139,0,18.31,0,19.106,0,,
1.55035,3856150,1.55035,3760960,1.55035,4224910,17.9212,0,18.7358,0,19.5504,0,,
1.54999,3624510,1.54999,4144770,1.54999,4375850,18.3285,0,19.1616,0,19.9947,0,,
1.54964,3946310,1.54964,4050810,1.54964,4476040,18.7358,0,19.5874,0,20.439,0,,
1.54928,4415290,1.54928,3994750,1.54928,4507510,19.1431,0,20.0132,0,20.8833,0,,
1.54892,4601860,1.54892,4487640,1.54892,4434600,19.5504,0,20.439,0,21.3277,3.48633E-36,,
1.54857,4826680,1.54857,5117750,1.54857,4218740,19.9577,0,20.8648,0,21.772,3.73799E-33,,
1.54821,5024410,1.54821,5196530,1.54821,3832910,20.365,0,21.2906,2.27634E-35,22.2163,2.74821E-30,,
1.54785,4562520,1.54785,4455900,1.54785,3271320,20.7723,1.04841E-37,21.7165,1.90431E-32,22.6606,1.40096E-27,,
1.5475,3240420,1.5475,3080380,1.5475,2553990,21.1796,1.13625E-34,22.1423,1.1333E-29,23.105,4.96543E-25,,
1.54714,1582020,1.54714,1545310,1.54714,1729280,21.5869,7.80387E-32,22.5681,4.82231E-27,23.5493,1.22513E-22,,
1.54678,674475,1.54678,674296,1.54678,894197,21.9942,3.92483E-29,22.9939,1.47147E-24,23.9936,2.10342E-20,,
1.54643,1076280,1.54643,1115630,1.54643,507559,22.4015,1.45107E-26,23.4197,3.22563E-22,24.438,2.50712E-18,,
1.54607,1494790,1.54607,1511240,1.54607,1083310,22.8088,3.95559E-24,23.8455,5.08279E-20,24.8823,2.06502E-16,,
1.54572,1841860,1.54572,1761590,1.54572,1713360,23.2161,7.96707E-22,24.2713,5.7529E-18,25.3266,1.16665E-14,,
1.54536,1966110,1.54536,1969440,1.54536,2178720,23.6234,1.18697E-19,24.6971,4.66655E-16,25.7709,4.4707E-13,,
1.54501,1956760,1.54501,2074010,1.54501,2433940,24.0307,1.30818E-17,25.123,2.70226E-14,26.2153,1.14325E-11,,
1.54465,2095230,1.54465,2067950,1.54465,2477900,24.438,1.06547E-15,25.5488,1.11056E-12,26.6596,1.90415E-10,,
1.5443,2231990,1.5443,2095530,1.5443,2348030,24.8453,6.39823E-14,25.9746,3.21333E-11,27.1039,1.98794E-9,,
1.54394,2191230,1.54394,2231950,1.54394,2125150,25.2526,2.82255E-12,26.4004,6.47804E-10,27.5482,1.21159E-8,,
1.54359,2224980,1.54359,2350990,1.54359,1935770,25.6599,9.09983E-11,26.8262,8.98409E-9,27.9926,3.54238E-8,,
1.54324,2415530,1.54324,2363400,1.54324,1914620,26.0672,2.12949E-9,27.252,8.45139E-8,28.4369,1.16004E-8,,
1.54288,2481350,1.54288,2375290,1.54288,2098660,26.4745,3.58677E-8,27.6778,5.32984E-7,28.8812,4.24927E-7,,
1.54253,2468020,1.54253,2511650,1.54253,2393550,26.8818,4.30652E-7,28.1036,2.25707E-6,29.3255,1.73566E-6,,
1.54217,2618030,1.54217,2684430,1.54217,2675510,27.2891,3.6514E-6,28.5295,6.68913E-6,29.7699,4.87962E-6,,
1.54182,2763020,1.54182,2740260,1.54182,2860100,27.6963,2.17495E-5,28.9553,1.55596E-5,30.2142,1.18256E-5,,
1.54147,2727790,1.54147,2701780,1.54147,2910080,28.1036,9.17973E-5,29.3811,3.29884E-5,30.6585,2.66978E-5,,
1.54111,2730520,1.54111,2723820,1.54111,2829590,28.5109,2.8584E-4,29.8069,6.86318E-5,31.1029,6.00287E-5,,
1.54076,2845740,1.54076,2827360,1.54076,2658520,28.9182,7.16756E-4,30.2327,1.44704E-4,31.5472,1.41509E-4,,
1.54041,2812980,1.54041,2851380,1.54041,2464680,29.3255,0.00160904,30.6585,3.17562E-4,31.9915,3.52172E-4,,
1.54006,2655810,1.54006,2715560,1.54006,2325570,29.7328,0.003442,31.0843,7.10806E-4,32.4358,8.57554E-4,,
1.5397,2624330,1.5397,2550920,1.5397,2293950,30.1401,0.00722542,31.5102,0.00153149,32.8802,0.00178871,,
1.53935,2591300,1.53935,2509220,1.53935,2368830,30.5474,0.0152665,31.936,0.00291185,33.3245,0.00294668,,
1.539,2410030,1.539,2519260,1.539,2511560,30.9547,0.0326924,32.3618,0.00432394,33.7688,0.00402826,,
1.53865,2427250,1.53865,2492470,1.53865,2692960,31.362,0.0695923,32.7876,0.00484575,34.2131,0.00513244,,
1.53829,2805220,1.53829,2652790,1.53829,2922590,31.7693,0.1413,33.2134,0.00758101,34.6575,0.00583619,,
1.53794,3294970,1.53794,3265380,1.53794,3241940,32.1766,0.257203,33.6392,0.0131656,35.1018,0.00576088,,
1.53759,3976120,1.53759,4128760,1.53759,3689000,32.5839,0.395442,34.065,0.0169538,35.5461,0.00551515,,
1.53724,4858170,1.53724,4890400,1.53724,4261540,32.9912,0.513758,34.4908,0.0214565,35.9904,0.00460662,,
1.53689,5551690,1.53689,5424640,1.53689,4908530,33.3985,0.629022,34.9167,0.0258518,36.4348,0.00373668,,
1.53654,5877210,1.53654,5817640,1.53654,5547790,33.8058,0.747426,35.3425,0.0286684,36.8791,0.00389022,,
